,ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
1119,PEP,20160614,103.23,102.6,103.29,101.74,103.06,0.16,4363559,448268023.35,102.73
1120,PEP,20160613,103.06,103.24,103.69,102.98,103.31,-0.24,4368340,450842829.55,103.21
1121,PEP,20160610,103.31,103.25,103.49,102.78,103.66,-0.34,3462385,357129120.4,103.15
1122,PEP,20160609,103.66,102.9,103.82,102.54,103.18,0.47,3552237,367443040.06,103.44
1123,PEP,20160608,103.18,102.36,103.35,102.17,102.49,0.67,2860778,294778312.74,103.04
1124,PEP,20160607,102.49,102.82,103.18,102.28,102.7,-0.2,4078737,418540005.13,102.62
1125,PEP,20160606,102.7,102.54,103.06,102.23,102.53,0.17,2944217,302359309.03,102.7
1126,PEP,20160603,102.53,101.92,102.83,101.92,102.0,0.52,4511652,462418207.53,102.49
1127,PEP,20160602,102.0,101.33,102.01,101.17,101.57,0.42,3618690,368225265.17,101.76
1128,PEP,20160601,101.57,100.56,101.6,100.3,101.17,0.4,4741391,480142696.7,101.27
1129,PEP,20160531,101.17,102.14,102.37,100.82,101.96,-0.77,6368738,645260791.07,101.32
1130,PEP,20160527,101.96,102.13,102.38,101.6,101.9,0.06,2877420,293296024.86,101.93
1131,PEP,20160526,101.9,101.2,101.96,101.01,101.09,0.8,4543051,462078760.0,101.71
1132,PEP,20160525,101.09,101.17,101.6,100.96,101.09,0.0,3223799,326690796.26,101.34
1133,PEP,20160524,101.09,100.91,101.38,100.69,100.42,0.67,3446254,348273983.57,101.06
1134,PEP,20160523,100.42,100.12,100.77,100.0,100.1,0.32,4185855,420767167.63,100.52
1135,PEP,20160520,100.1,101.71,101.79,100.0,101.33,-1.21,5594668,562109217.64,100.47
1136,PEP,20160519,101.33,100.75,101.44,100.3,100.91,0.42,4722434,476830819.61,100.97
1137,PEP,20160518,100.91,101.95,102.0,100.27,102.37,-1.43,6970086,704762890.38,101.11
1138,PEP,20160517,102.37,104.17,104.38,102.01,104.13,-1.69,5443328,558214919.4,102.55
1139,PEP,20160516,104.13,103.98,104.65,103.63,104.18,-0.05,4243168,442396132.65,104.26
1140,PEP,20160513,104.18,105.75,106.1,103.54,106.1,-1.81,7811531,816763604.49,104.56
1141,PEP,20160512,106.1,106.13,106.4,105.58,105.72,0.36,3195310,338854669.18,106.05
1142,PEP,20160511,105.72,106.26,106.94,105.63,106.57,-0.8,3424861,362908546.14,105.96
1143,PEP,20160510,106.57,105.43,106.63,105.33,105.28,1.23,3885523,413174470.7,106.34
1144,PEP,20160509,105.28,104.92,105.73,104.91,104.96,0.3,4432309,466696474.63,105.29
1145,PEP,20160506,104.96,103.68,104.97,103.68,104.21,0.72,3547652,370955654.91,104.56
1146,PEP,20160505,104.21,103.87,104.88,103.6,104.02,0.18,3401360,354385997.72,104.19
1147,PEP,20160504,104.02,103.51,104.44,103.13,103.56,0.44,3852606,400781632.32,104.03
1148,PEP,20160503,103.56,103.41,103.93,103.0,103.43,0.13,3945431,408561216.34,103.55
1149,PEP,20160502,103.43,102.74,103.87,102.64,102.96,0.46,3998114,413059190.72,103.31
1150,PEP,20160429,102.96,102.93,103.17,102.4,102.97,-0.01,4604047,473470064.58,102.84
1151,PEP,20160428,102.97,102.17,103.15,102.16,102.63,0.33,4350168,447564424.58,102.88
1152,PEP,20160427,102.63,102.72,103.36,101.91,102.6,0.03,3730939,383095838.58,102.68
1153,PEP,20160426,102.6,103.2,103.4,102.19,102.8,-0.19,3223534,330893218.51,102.65
