Day,Year,Month,Day_num,Last_day_value,Today_value
2016/10/11,2016,10,42654,2.8038621704999978,4.733034396
2016/10/12,2016,10,42655,2.8492904968666646,4.455021167
2016/10/13,2016,10,42656,2.8933323666833313,4.670982526
2016/10/14,2016,10,42657,2.929947855666664,4.338413138
2016/10/17,2016,10,42660,2.9714755652666645,4.280803916
2016/10/18,2016,10,42661,3.0093468664999974,4.249851205
2016/10/19,2016,10,42662,3.0420629597666644,4.469775016
2016/10/20,2016,10,42663,3.067149697716664,4.622460795
2016/10/21,2016,10,42664,3.0975673175999976,4.581417874
2016/10/24,2016,10,42667,3.122292096249998,3.867801465
2016/10/25,2016,10,42668,3.1585064003333314,4.049283534
2016/10/26,2016,10,42669,3.1980878526499983,4.209032325
2016/10/27,2016,10,42670,3.239201348699998,4.508775582
2016/10/28,2016,10,42671,3.278245825716665,4.323379552
2016/10/31,2016,10,42674,3.3159465957833314,4.223785998
2016/11/1,2016,11,42675,3.3021374436333315,1.293364161
2016/11/2,2016,11,42676,3.2894468075666645,1.337609891
2016/11/3,2016,11,42677,3.281059626099998,1.408943056
2016/11/4,2016,11,42678,3.276156489716665,1.7185291619999998
2016/11/7,2016,11,42681,3.2637582544166652,1.173343606
2016/11/8,2016,11,42682,3.240732240433332,0.308165682
2016/11/9,2016,11,42683,3.229218233966665,1.330690997
2016/11/10,2016,11,42684,3.2567846451166655,3.425237606
2016/11/11,2016,11,42685,3.2782341106166655,3.4194748130000003
2016/11/14,2016,11,42688,3.3130237999166656,4.020062144
2016/11/15,2016,11,42689,3.344871168833332,3.947264145
2016/11/16,2016,11,42690,3.380152804949999,4.036521809
