Day,C1,I,G,NX,new_cases,new_deaths,GDP
2015-01-02,-15.77676034,76270000.0,1214.892,-435.9,0.0,0.0,261000000000.0
2015-01-05,-16.49633038,116160000.0,1214.892,-435.9,0.0,0.0,268000000000.0
2015-01-06,-16.54855084,101870000.0,1214.892,-435.9,0.0,0.0,265000000000.0
2015-01-07,-13.48959019,91030000.0,1214.892,-435.9,0.0,0.0,268000000000.0
2015-01-08,-10.82468074,114890000.0,1214.892,-435.9,0.0,0.0,267000000000.0
2015-01-09,-12.40596842,93390000.0,1214.892,-435.9,0.0,0.0,265000000000.0
2015-01-12,-12.34954477,92500000.0,1214.892,-435.9,0.0,0.0,262000000000.0
2015-01-13,-12.65100814,99360000.0,1214.892,-435.9,0.0,0.0,270000000000.0
2015-01-14,-14.53931372,109180000.0,1214.892,-435.9,0.0,0.0,264000000000.0
2015-01-15,-14.10647882,94520000.0,1214.892,-435.9,0.0,0.0,263000000000.0
2015-01-16,-13.4545340999999,140480000.0,1214.892,-435.9,0.0,0.0,263000000000.0
2015-01-20,-13.37990131,119600000.0,1214.892,-435.9,0.0,0.0,258000000000.0
2015-01-21,-13.69953767,95530000.0,1214.892,-435.9,0.0,0.0,270000000000.0
2015-01-22,-11.37137166,111980000.0,1214.892,-435.9,0.0,0.0,260000000000.0
2015-01-23,-12.30808344,97110000.0,1214.892,-435.9,0.0,0.0,264000000000.0
2015-01-26,-12.4731470999999,87220000.0,1214.892,-435.9,0.0,0.0,270000000000.0
2015-01-27,-15.8844941,135940000.0,1214.892,-435.9,0.0,0.0,268000000000.0
2015-01-28,-17.60800826,115980000.0,1214.892,-435.9,0.0,0.0,253000000000.0
2015-01-29,-16.54668786,111690000.0,1214.892,-435.9,0.0,0.0,258000000000.0
2015-01-30,-20.26758035,168560000.0,1214.892,-435.9,0.0,0.0,262000000000.0
2015-02-02,-18.23186744,108090000.0,1214.892,-385.4,0.0,0.0,268000000000.0
2015-02-03,-17.05606242,112860000.0,1214.892,-385.4,0.0,0.0,266000000000.0
2015-02-04,-16.65448357,102560000.0,1214.892,-385.4,0.0,0.0,264000000000.0
2015-02-05,-15.69418866,79890000.0,1214.892,-385.4,0.0,0.0,269000000000.0
2015-02-06,-16.2693437,93610000.0,1214.892,-385.4,0.0,0.0,265000000000.0
2015-02-09,-17.89800072,81590000.0,1214.892,-385.4,0.0,0.0,272000000000.0
2015-02-10,-15.76614717,89930000.0,1214.892,-385.4,0.0,0.0,267000000000.0
2015-02-11,-15.23807472,89890000.0,1214.892,-385.4,0.0,0.0,268000000000.0
2015-02-12,-15.40282436,117160000.0,1214.892,-385.4,0.0,0.0,273000000000.0
2015-02-13,-16.04177002,85230000.0,1214.892,-385.4,0.0,0.0,271000000000.0
2015-02-17,-16.5223014,98760000.0,1214.892,-385.4,0.0,0.0,277000000000.0
2015-02-18,-15.45270767,75090000.0,1214.892,-385.4,0.0,0.0,272000000000.0
2015-02-19,-18.15877421,79130000.0,1214.892,-385.4,0.0,0.0,262000000000.0
2015-02-20,-17.68680792,111390000.0,1214.892,-385.4,0.0,0.0,265000000000.0
2015-02-23,-17.03321928,83670000.0,1214.892,-385.4,0.0,0.0,278000000000.0
